SampleID,GroupLevel2,GroupLevel2_mapped,train,ProjectID
PB227S0035-K1CHH22NXF2-KZ37,Kidney,Abdominal,train,KZ37
PB227S0052-K1CHH22KXFX-KBQ9P201KZ37,Gastro,Endoscopy,train,KZ37
PB227S0094-K1CHH22NXF2-KZ37,Pancreas,Blood,train,KZ37
PB227S0146-K1CHH22NXF2-KZ37,Sarcoma,SoftTissue,valid,KZ37
PB227S0381-J1CAH22GXF1-KBK4Y00D,Lung,LungImg,valid,KBK4
PB227S0383-J1CAH22GXF1-KBK4Y00D,Lymphoma,Blood,valid,KBK4
PB227S0386-J1CAH22GXF1-KBK4Y00D,Lung,LungImg,valid,KBK4
PB227S0389-J1CCH22GXF1-KBK4Y00D,Lung,LungImg,valid,KBK4
PB227T0340-K1CHH22NXF2-KZ37,Prostate,Abdominal,train,KZ37
PB227T0372-K1CHH22GXF2-KBQ9R02N,Liver_Biliary,Abdominal,train,KZ37
PB227T0372-K1CHH22NXF3-KZ37,Liver_Biliary,Abdominal,train,KZ37
PB227V0045-K1CHH22NXF2-KZ37,Ovary,Abdominal,valid,KZ37
PB227V0305-K1CHH22NXF2-KBJ1KZ37,Uterus,Abdominal,train,KZ37
PB227V0470-K1CHH22KXFX-P201KZ37,Colorectal,Endoscopy,train,KZ37
PB227V0478-K1CHH22GXF2-KBF4KBY9KZ37,Gastro,Endoscopy,train,KZ37
PB22800005-K1CHH22KXF2-KZ37,Sarcoma,SoftTissue,valid,KZ37
PB22800031-K1CHH22NXF2-KB4VKZ37,Uterus,Abdominal,valid,KZ37
PB22800037-K1CHH22NXF2-KB4VKZ37,Cervical,Cytology,train,KZ37
PB22800038-K1CHH22GXF2-KZ37,Cervical,Cytology,train,KZ37
PB22800072-K1CHH22KXFX-KZ37,Colorectal,Endoscopy,valid,KZ37
PB22800080-K1CHH22GXF2-P201KZ37,Colorectal,Endoscopy,train,KZ37
PB22800089-K1CHH22NXF2-KAY5KZ37,Cervical,Cytology,valid,KZ37
PB22800288-K1CHH22KXFX-KZ37,Lung,LungImg,train,KZ37
PB22800440-K1CHH22GXF2-KZ37,Lung,LungImg,train,KZ37
PB22800469-K1CHH22KXFX-KZ37,Lung,LungImg,train,KZ37
PB22810073-K1CHH22NXF2-KZ37,Urothelium,Blood,valid,KZ37
PB22820249-K1CHH22NXF2-KBR1KZ37,Sarcoma,SoftTissue,train,KZ37
PB22820377-K1CHH22GXF2-KZ37,Lung,LungImg,train,KZ37
PB22820526-J1CHH22GXF3-R007,Kidney,Abdominal,valid,20240613_plasma_preserve_time_test
PB22820526-K1CHH22NXF2-KZ37,Kidney,Abdominal,train,KZ37
PB22830107-K1CHH22NXF2-KZ37,Gastro,Endoscopy,train,KZ37
PB22830110-K1CHH22NXF2-KZ37,Melanoma,Skin,train,KZ37
PB22830162-J1CCH22GXF1-KBK4Y00D,Lung,LungImg,valid,KBK4
PB22830176-J1CCH22GXF1-KBK4Y00D,Lung,LungImg,valid,KBK4
PB22830533-K1CHH22NXF2-KL05KZ37,Pancreas,Blood,train,KZ37
PB22840136-J1CHH22GXF2-KZ37,Pancreas,Blood,valid,KZ37
PB22840254-J1CHH22NXF2-KZ37,Liver_Biliary,Abdominal,train,KZ37
PB22840344-K1CHH22KXFX-KZ37,Colorectal,Endoscopy,valid,KZ37
PB22840880-K1CHH22KXF2-KZ37,Sarcoma,SoftTissue,train,KZ37
PB22850068-K1CHH22KXF2-KZ37,Sarcoma,SoftTissue,train,KZ37
PB22850468-K1CHH22NXF3-KZ37,Ovary,Abdominal,train,KZ37
PB22860003-K1CHH22NXF2-KBQ4KZ37,Melanoma,Skin,train,KZ37
PB22860019-K1CHH22GXF2-KZ37,Lung,LungImg,valid,KZ37
PB22870091-K1CHH22NXF2-KBQ4KZ37,Melanoma,Skin,valid,KZ37
PB22870189-K1CHH22NXF2-KZ37,Cervical,Cytology,train,KZ37
PB22880009-K1CHH22KXF2-KZ37,Head_Neck,Endoscopy,valid,KZ37
PB22890199-K1CHH22GXF2-KZ37,Melanoma,Skin,valid,KZ37
PB22890245-K1CHH22KXFX-KA50KBQ9KZ37,Esophagus,Endoscopy,train,KZ37
PB228A0028-K1CHH22NXF2-KZ37,Melanoma,Skin,train,KZ37
PB228A0240-J1CCH22GXF1-KBK4Y00D,Kidney,Abdominal,valid,KBK4
PB228A0251-K1CHH22GXF2-KZ37,Urothelium,Blood,train,KZ37
PB228A0393-K1CHH22KXFX-K370KZ37,Lung,LungImg,valid,KZ37
PB228A0803-K1CHH22GXF2-KZ37,Sarcoma,SoftTissue,train,KZ37
PB228B0080-J1CHH22GXF4-R007,Esophagus,Endoscopy,train,20240613_plasma_preserve_time_test
PB228B0080-K1CHH22KXFX-KBQ9KZ37,Esophagus,Endoscopy,train,KZ37
PB228B0175-K1CHH22GXF3-KZ37,Colorectal,Endoscopy,valid,KZ37
PB228B0570-J1CHH22GXF3-R007,Colorectal,Endoscopy,train,20240613_plasma_preserve_time_test
PB228B0570-K1CHH22GXF2-KZ37,Colorectal,Endoscopy,train,KZ37
PB228C0068-K1CHH22NXF2-K985KZ37,Melanoma,Skin,train,KZ37
PB228C0114-K1CHH22KXFX-KZ37,Lung,LungImg,train,KZ37
PB228C0801-K1CHH22KXF2-KZ37,Sarcoma,SoftTissue,train,KZ37
PB228C0842-K1CHH22GXF2-KZ37,Esophagus,Endoscopy,train,KZ37
PB228D0052-K1CHH22GXF3-KZ37,Lung,LungImg,train,KZ37
PB228D0119-K1CHH22GXF2-KBQ9KZ37,Gastro,Endoscopy,train,KZ37
PB228E0011-K1CHH22KXFX-KBQ9KZ37,Gastro,Endoscopy,valid,KZ37
PB228E0037-K1CHH22NXF2-KBQ9KZ37,Pancreas,Blood,valid,KZ37
PB228F0001-K1CHH22NXF2-KZ37,Liver_Biliary,Abdominal,train,KZ37
PB228F0134-K1CHH22KXFX-KBQ9KZ37,Gastro,Endoscopy,train,KZ37
PB228F0348-K1CHH22NXF2-KBJ1KZ37,Cervical,Cytology,train,KZ37
PB228F0827-J1CHH22NXF1-KAG9R01BY00D,Lung,LungImg,valid,R01B
PB228G0186-K1CHH22KXF2-KZ37,Esophagus,Endoscopy,train,KZ37
PB228G0417-K1CHH22NXF2-KZ37,Urothelium,Blood,train,KZ37
PB228G0508-J1CHH22NXF1-KAG9R01BY00D,Colorectal,Endoscopy,valid,R01B
PB228G0531-J1CHH22KXF1-KAG9R01BY00D,Melanoma,Skin,valid,R01B
PB228H0134-J1CCH22GXF1-KBK4Y00D,Lung,LungImg,valid,KBK4
PB228H0143-J1CCH22GXF1-KBK4Y00D,Lung,LungImg,train,KBK4
PB228H0359-K1CHH22NXF2-KZ37,Sarcoma,SoftTissue,valid,KZ37
PB228J0002-K1CHH22NXF2-KZ37,Breast,BreastImg,valid,KZ37
PB228J0116-K1CHH22NXF2-KZ37,Head_Neck,Endoscopy,valid,KZ37
PB228J0125-K1CHH22NXF2-KZ37,Head_Neck,Endoscopy,train,KZ37
PB228J0829-J1CHH22KXF1-KAG9R01BY00D,Lung,LungImg,valid,R01B
PB228K0209-K1CHH22GXF3-KZ37,Gastro,Endoscopy,train,KZ37
PB228K0849-K1CHH22KXF2-KZ37,Thyroid,SoftTissue,valid,KZ37
PB228L0035-K1CHH22GXF2-KZ37,Lung,LungImg,valid,KZ37
PB228M0178-K1CHH22GXF2-KAG9,Colorectal,Endoscopy,valid,R01B
PB228M0180-J1CHH22NXF1-KAG9Y00D,Colorectal,Endoscopy,valid,R01B
PB228N0136-K1CHH22KXFX-KZ37,Colorectal,Endoscopy,train,KZ37
PB228P0415-J1CCH22GXF1-KBK4Y00D,Lung,LungImg,valid,KBK4
PB228P0420-J1CCH22GXF1-KBK4Y00D,Lung,LungImg,valid,KBK4
PB228R0105-K1CHH22NXF2-KZ37,Liver_Biliary,Abdominal,train,KZ37
PB228R0317-K1CHH22NXF3-KAG9Y00D,Thyroid,SoftTissue,valid,R01B
PB228R0593-K1CHH22KXF2-KBJ1KZ37,Gastro,Endoscopy,valid,KZ37
PB228R0802-K1CHH22GXF2-KBY9KZ37,Lung,LungImg,train,KZ37
PB228S0044-K1CHH22NXF2-KZ37,Head_Neck,Endoscopy,train,KZ37
PB228S0062-K1CHH22NXF2-KB4GKZ37,Prostate,Abdominal,train,KZ37
PB228S0109-K1CHH22NXF2-KZ37,Pancreas,Blood,train,KZ37
PB228S0301-K1CHH22GXF3-KAG9R01BY00D,Thyroid,SoftTissue,valid,R01B
PB228S0348-J1CHH22NXF1-KAG9R01BY00D,Thyroid,SoftTissue,valid,R01B
PB228V0092-K1CHH22KXF2-KZ37,Pancreas,Blood,valid,KZ37
PB228V0217-J1CHH22KXF1-KAG9R01BY00D,Thyroid,SoftTissue,valid,R01B
PB228W0001-K1CHH22GXF2-KZ37,Uterus,Abdominal,valid,KZ37
PB228W0433-K1CHH22KXF2-KZ37,Sarcoma,SoftTissue,train,KZ37
PB228W0452-K1CHH22KXF2-KBJ1KZ37,Uterus,Abdominal,train,KZ37
PB22900063-K1CHH22NXF2-KZ37,Breast,BreastImg,valid,KZ37
PB22900399-K1CHH22NXF2-KBGRKZ41,Kidney,Abdominal,valid,KZ37
PB22900481-K1CHH22NXF2-KZ37,Gastro,Endoscopy,valid,KZ37
PB22910126-K1CHH22NXF2-KZ37,Pancreas,Blood,valid,KZ37
PB22910187-K1CHH22KXFX-P201KZ37,Gastro,Endoscopy,valid,KZ37
PB22910654-K1CHH22GXF2-KZ37,Sarcoma,SoftTissue,train,KZ37
PB22920030-K1CHH22NXF3-KAM4KBQ9KZ37,Lymphoma,Blood,train,KZ41
PB22920077-K1CHH22KXF2-KZ37,Melanoma,Skin,train,KZ37
PB22920142-K1CHH22KXF2-KZ37,Liver_Biliary,Abdominal,train,KZ37
PB22920249-K1CHH22KXFX-KZ37,Colorectal,Endoscopy,train,KZ37
PB22920606-J1CHH22GXF2-KZ37,Sarcoma,SoftTissue,valid,KZ37
PB22920675-K1CHH22GXF2-KBCCKZ37,Gastro,Endoscopy,train,KZ37
PB22930051-K1CHH22NXF2-KB64KBQ9KZ37,Lymphoma,Blood,train,KZ41
PB22930177-K1CHH22NXF2-KZ37,Sarcoma,SoftTissue,train,KZ37
PB22930247-K1CHH22NXF2-KZ37,Ovary,Abdominal,valid,KZ37
PB22930429-J1CHH22GXF2-R02N,Liver_Biliary,Abdominal,train,KZ37
PB22930429-J1CHH22NXF3-KZ37,Liver_Biliary,Abdominal,valid,KZ37
PB22930437-J1CHH22NXF2-KZ37,Kidney,Abdominal,valid,KZ37
PB22930548-K1CHH22NXF2-KZ37,Sarcoma,SoftTissue,train,KZ37
PB22940001-K1CHH22NXF2-KZ37,Ovary,Abdominal,valid,KZ37
PB22940057-K1CHH22NXF2-KZ37,Prostate,Abdominal,valid,KZ37
PB22940157-K1CHH22NXF2-KZ37,Breast,BreastImg,valid,KZ37
PB22940262-K1CHH22GXF2-KZ37,Cervical,Cytology,valid,KZ37
PB22950039-K1CHH22NXF2-KZ37,Breast,BreastImg,valid,KZ37
PB22950042-K1CHH22KXFX-KZ37,Lung,LungImg,valid,KZ37
PB22960038-J1CCH22GXF1-KBK4Y00D,Lung,LungImg,valid,KBK4
PB22960049-J1CCH22GXF1-KBK4Y00D,Lung,LungImg,train,KBK4
PB22960298-K1CHH22NXF2-KZ37,Breast,BreastImg,valid,KZ37
PB22960400-K1CHH22GXF2-KZ37,Lung,LungImg,train,KZ37
PB22970047-K1CHH22NXF2-KZ37,Lymphoma,Blood,train,KZ41
PB22970087-K1CHH22KXF2-KZ37,Liver_Biliary,Abdominal,valid,KZ37
PB22970424-J1CHH22GXF4-R007,Sarcoma,SoftTissue,train,20240613_plasma_preserve_time_test
PB22970424-K1CHH22GXF3-KZ37,Sarcoma,SoftTissue,valid,KZ37
PB22970467-K1CHH22GXF2-KZ37,Urothelium,Blood,valid,KZ37
PB22970504-K1CHH22NXF2-KZ37,Liver_Biliary,Abdominal,train,KZ37
PB22980092-J1CHH22NXF2-KZ37,Kidney,Abdominal,train,KZ37
PB22980116-K1CHH22NXF2-KZ37,Sarcoma,SoftTissue,train,KZ37
PB22980715-K1CHH22KXFX-KZ37,Esophagus,Endoscopy,train,KZ37
PB22990391-K1CHH22NXF2-KZ37,Liver_Biliary,Abdominal,valid,KZ37
PB229A0026-K1CHH22KXF2-KZ37,Esophagus,Endoscopy,valid,KZ37
PB229D0112-K1CHH22KXFX-KBQ9KZ37,Colorectal,Endoscopy,train,KZ37
PB229D0210-K1CHH22NXF2-KZ37,Prostate,Abdominal,train,KZ37
PB229D0330-K1CHH22KXFX-KZ37,Lung,LungImg,valid,KZ37
PB229D0389-K1CHH22KXF2-KBFAKZ37,Esophagus,Endoscopy,valid,KZ37
PB229D0459-K1CHH22NXF2-KZ37,Liver_Biliary,Abdominal,train,KZ37
PB229D0498-K1CHH22NXF2-KZ37,Liver_Biliary,Abdominal,valid,KZ37
PB229E0020-K1CHH22NXF2-KB4VKZ37,Cervical,Cytology,train,KZ37
PB229E0025-K1CHH22NXF2-KBQ9KZ37,Prostate,Abdominal,valid,KZ37
PB229E0030-K1CHH22KXF3-KBQ9KZ37,Esophagus,Endoscopy,train,KZ37
PB229E0186-J1CCH22GXF1-KBK4Y00D,Lung,LungImg,train,KBK4
PB229F0048-J1CHH22NXF2-KZ37,Head_Neck,Endoscopy,valid,KZ37
PB229F0092-J1CHH22NXF2-KZ37,Liver_Biliary,Abdominal,train,KZ37
PB229F0277-J1CHH22NXF2-KZ37,Liver_Biliary,Abdominal,train,KZ37
PB229G0076-J1CHH22NXF2-KZ37,Pancreas,Blood,train,KZ37
PB229G0123-K1CHH22NXF2-KB64KZ37,Lymphoma,Blood,valid,KZ41
PB229G0499-K1CHH22NXF2-KZ37,Sarcoma,SoftTissue,valid,KZ37
PB229G0566-K1CHH22NXF2-KZ37,Sarcoma,SoftTissue,train,KZ37
PB229G0667-K1CHH22NXF2-KZ37,Urothelium,Blood,valid,KZ37
PB229H0016-K1CHH22NXF2-KBP1KZ41,Pancreas,Blood,train,KZ37
PB229K0123-K1CHH22NXF2-KBQ9KZ41,Esophagus,Endoscopy,train,KZ37
PB229K0155-K1CHH22GXF2-K852KBQ9KZ37,Gastro,Endoscopy,valid,KZ37
PB229K0295-K1CHH22NXF2-KZ41,Sarcoma,SoftTissue,train,KZ37
PB229K0327-J1CHH22KXF3-R007,Liver_Biliary,Abdominal,train,20240613_plasma_preserve_time_test
PB229K0327-K1CHH22NXF2-KZ41,Liver_Biliary,Abdominal,train,KZ37
PB229L0024-K1CHH22KXF3-KZ37,Liver_Biliary,Abdominal,train,KZ37
PB229L0081-K1CHH22KXF2-KZ37,Cervical,Cytology,train,KZ37
PB229L0084-K1CHH22GXF2-KZ37,Cervical,Cytology,valid,KZ37
PB229L0168-K1CHH22NXF2-KZ37,Urothelium,Blood,valid,KZ37
PB229L0202-K1CHH22NXF2-P201KZ37,Gastro,Endoscopy,train,KZ37
PB229L0264-J1CHH22GXF3-R007,Breast,BreastImg,valid,20240613_plasma_preserve_time_test
PB229L0264-K1CHH22KXF2-KZ37,Breast,BreastImg,valid,KZ37
PB229L0282-K1CHH22GXF2-KZ37,Ovary,Abdominal,valid,KZ37
PB229L0377-K1CHH22NXF2-KZ37,Breast,BreastImg,valid,KZ37
PB229L0471-K1CHH22GXF2-KZ37,Urothelium,Blood,train,KZ37
PB229M0008-J1CHH22NXF2-KB4VKZ41,Cervical,Cytology,train,KZ37
PB229M0297-K1CHH22KXF3-KZ37,Lung,LungImg,train,KZ37
PB229N0097-K1CHH22GXF2-KB9MP201KZ37,Colorectal,Endoscopy,train,KZ37
PB229P0032-K1CHH22NXF2-KA7BKZ41,Gastro,Endoscopy,valid,KZ37
PB229P0173-J1CCH22GXF1-KBK4Y00D,Lung,LungImg,valid,KBK4
PB229P0176-J1CCH22GXF1-KBK4Y00D,Lung,LungImg,valid,KBK4
PB229P0179-J1CCH22GXF1-KBK4Y00D,Lung,LungImg,valid,KBK4
PB229Q0027-K1CHH22GXF2-KZ41,Pancreas,Blood,valid,KZ37
PB229Q0183-K1CHH22GXF2-KZ37,Pancreas,Blood,valid,KZ37
PB229R0024-J1CHH22GXF3-R007,Lung,LungImg,train,20240613_plasma_preserve_time_test
PB229R0024-K1CHH22GXF2-KBN1KZ37,Lung,LungImg,train,KZ37
PB229S0198-J1CCH22GXF1-KBK4Y00D,Lung,LungImg,train,KBK4
PB229S0201-J1CCH22GXF1-KBK4Y00D,Lung,LungImg,train,KBK4
PB229S0277-K1CHH22KXFX-KZ37,Gastro,Endoscopy,train,KZ37
PB229T0005-K1CHH22GXF2-KZ41,Pancreas,Blood,valid,KZ37
PB229T0031-K1CHH22NXF2-KZ37,Melanoma,Skin,valid,KZ37
PB229T0375-J1CHH22KXF2-KZ37,Melanoma,Skin,train,KZ37
PB229T0383-J1CHH22NXF2-KBJ1KZ41,Liver_Biliary,Abdominal,train,KZ37
PB229T0510-J1CHH22GXF3-R007,Kidney,Abdominal,train,20240613_plasma_preserve_time_test
PB229T0510-K1CHH22NXF2-KBN9KZ41,Kidney,Abdominal,train,KZ37
PB229T0537-K1CHH22NXF2-KBCCKBH5KZ41,Liver_Biliary,Abdominal,train,KZ37
PB229U0042-K1CHH22GXF2-KZ41,Head_Neck,Endoscopy,valid,KZ37
PB229V0025-K1CHH22GXF2-KZ41,Head_Neck,Endoscopy,train,KZ37
PB229V0031-J1CHH22NXF2-KZ41,Head_Neck,Endoscopy,train,KZ37
PB229V0138-K1CHH22NXF2-K985KZ41,Melanoma,Skin,valid,KZ37
PB229V0204-J1CHH22NXF2-KBCCKBH5KL05KZ41,Ovary,Abdominal,valid,KZ37
PB229V0270-K1CHH22NXF2-KZ41,Breast,BreastImg,train,KZ37
PB22A00053-J1CHH22NXF2-KZ37,Ovary,Abdominal,train,KZ37
PB22A10266-J1CHH22NXF3-KAG9R01BY00D,Uterus,Abdominal,valid,R01B
PB22A10267-J1CHH22NXF1-KAG9R01BY00D,Uterus,Abdominal,valid,R01B
PB22A10352-K1CHH22NXF2-KZ37,Pancreas,Blood,train,KZ37
PB22A10417-K1CHH22KXF2-KZ37,Urothelium,Blood,valid,KZ37
PB22A10454-J1CHH22GXF2-KZ37,Liver_Biliary,Abdominal,train,KZ37
PB22A20010-J1CHH22NXF2-KZ37,Urothelium,Blood,train,KZ37
PB22A20458-K1CHH22GXF2-KZ37,Head_Neck,Endoscopy,train,KZ37
PB22A20489-K1CHH22KXF2-KZ37,Gastro,Endoscopy,valid,KZ37
PB22A20517-J1CHH22KXF2-KZ37,Lung,LungImg,train,KZ37
PB22A30393-J1CHH22NXF2-KZ37,Colorectal,Endoscopy,train,KZ37
PB22A30564-J1CHH22NXF2-KZ37,Sarcoma,SoftTissue,train,KZ37
PB22A30631-K1CHH22GXF2-KZ37,Head_Neck,Endoscopy,valid,KZ37
PB22A40296-J1CHH22NXF3-KAG9R01BY00D,Breast,BreastImg,valid,R01B
PB22A40297-J1CHH22NXF1-KAG9R01BY00D,Breast,BreastImg,valid,R01B
PB22A40535-K1CHH22KXF2-KZ37,Urothelium,Blood,train,KZ37
PB22A40703-J1CHH22NXF2-KZ37,Prostate,Abdominal,valid,KZ37
PB22A40849-K1CHH22NXF2-KZ37,Cervical,Cytology,valid,KZ37
PB22A40863-J1CHH22NXF2-KZ37,Cervical,Cytology,valid,KZ37
PB22A50008-J1CHH22NXF2-KZ37,Pancreas,Blood,valid,KZ37
PB22A50106-J1CHH22GXF2-KZ37,Liver_Biliary,Abdominal,train,KZ37
PB22A50127-J1CHH22NXF2-KZ37,Sarcoma,SoftTissue,valid,KZ37
PB22A50532-J1CHH22NXF2-KZ37,Urothelium,Blood,valid,KZ37
PB22A50543-K1CHH22NXF2-KZ37,Prostate,Abdominal,valid,KZ37
PB22A50659-K1CHH22NXF2-KZ37,Pancreas,Blood,valid,KZ37
PB22A60002-J1CHH22GXF3-R007,Head_Neck,Endoscopy,train,20240613_plasma_preserve_time_test
PB22A60002-K1CHH22NXF2-KZ37,Head_Neck,Endoscopy,train,KZ37
PB22A70026-J1CHH22GXF2-KZ37,Liver_Biliary,Abdominal,train,KZ37
PB22A70255-K1CHH22GXF2-R02N,Liver_Biliary,Abdominal,train,KZ37
PB22A70255-K1CHH22GXF3-KZ37,Liver_Biliary,Abdominal,train,KZ37
PB22A80225-J1CHH22KXF2-KAG9Y00D,Colorectal,Endoscopy,valid,R01B
PB22A80226-J1CHH22KXF1-KAG9Y00D,Colorectal,Endoscopy,valid,R01B
PB22A80537-J1CHH22GXF2-KZ37,Kidney,Abdominal,valid,KZ37
PB22A90049-K1CHH22GXF2-KZ37,Head_Neck,Endoscopy,valid,KZ37
PB22A90588-J1CHH22NXF2-KZ37,Sarcoma,SoftTissue,valid,KZ37
PB22AA0006-K1CHH22NXF2-KZ37,Prostate,Abdominal,train,KZ37
PB22AA0112-J1CCH22GXF1-KBK4Y00D,Lung,LungImg,valid,KBK4
PB22AA0119-J1CCH22GXF1-KBK4Y00D,Lung,LungImg,valid,KBK4
PB22AA0135-J1CCH22GXF1-KBK4Y00D,Lung,LungImg,train,KBK4
PB22AA0136-J1CCH22GXF1-KBK4Y00D,Lung,LungImg,valid,KBK4
PB22AA0304-K1CHH22NXF2-KZ37,Prostate,Abdominal,train,KZ37
PB22AA0308-J1CHH22KXF2-KZ37,Lung,LungImg,train,KZ37
PB22AA0596-K1CHH22KXF2-KZ37,Sarcoma,SoftTissue,train,KZ37
PB22AA0622-J1CHH22KXF2-KZ37,Sarcoma,SoftTissue,train,KZ37
PB22AA0632-J1CHH22NXF2-KZ37,Urothelium,Blood,train,KZ37
PB22AB0170-J1CHH22GXF2-R02N,Liver_Biliary,Abdominal,train,KZ37
PB22AB0170-J1CHH22GXF3-KZ37,Liver_Biliary,Abdominal,train,KZ37
PB22AB0237-J1CHH22NXF2-KAG9Y00D,Lung,LungImg,valid,R01B
PB22AB0238-J1CHH22KXF1-KAG9Y00D,Lung,LungImg,train,R01B
PB22AC0044-K1CHH22KXF2-KZ37,Sarcoma,SoftTissue,train,KZ37
PB22AC0153-K1CHH22KXF2-KBN9KZ37,Colorectal,Endoscopy,train,KZ37
PB22AC0182-K1CHH22KXF2-KZ37,Prostate,Abdominal,train,KZ37
PB22AD0178-K1CHH22KXF2-KZ37,Lung,LungImg,train,KZ37
PB22AG0361-J1CHH22GXF3-KAG9R01BY00D,Breast,BreastImg,valid,R01B
PB22AG0362-J1CHH22KXF1-KAG9R01BY00D,Breast,BreastImg,valid,R01B
PB22AG0394-J1CHH22NXF2-KZ37,Ovary,Abdominal,train,KZ37
PB22AG0418-J1CCH22GXF1-KBK4Y00D,Lung,LungImg,train,KBK4
PB22AG0422-J1CCH22GXF1-KBK4Y00D,Lung,LungImg,train,KBK4
PB22AH0065-K1CHH22NXF2-KZ37,Ovary,Abdominal,valid,KZ37
PB22AH0411-K1CHH22KXF2-KZ37,Sarcoma,SoftTissue,valid,KZ37
PB22AH0548-K1CHH22NXF2-KB9MKZ37,Colorectal,Endoscopy,train,KZ37
PB22AH0667-K1CHH22GXF2-KZ37,Prostate,Abdominal,train,KZ37
PB22AJ0032-J1CHH22GXF2-KZ37,Esophagus,Endoscopy,train,KZ37
PB22AJ0074-J1CHH22NXF2-KZ41,Lymphoma,Blood,valid,KZ41
PB22AJ0081-K1CHH22KXF2-KZ37,Lung,LungImg,valid,KZ37
PB22AJ0553-J1CHH22NXF2-KZ37,Sarcoma,SoftTissue,train,KZ37
PB22AJ0660-K1CHH22GXF2-KZ37,Lung,LungImg,train,KZ37
PB22AK0130-J1CHH22GXF3-KZ37,Lung,LungImg,valid,KZ37
PB22AL0043-K1CHH22GXF2-KZ37,Liver_Biliary,Abdominal,train,KZ37
PB22AL0098-J1CHH22NXF3-KAG9R01BY00D,Lung,LungImg,valid,R01B
PB22AL0099-J1CHH22NXF1-KAG9R01BY00D,Lung,LungImg,valid,R01B
PB22AL0226-K1CHH22GXF2-R02N,Liver_Biliary,Abdominal,train,KZ37
PB22AL0226-K1CHH22NXF3-KZ37,Liver_Biliary,Abdominal,train,KZ37
PB22AM0023-K1CHH22NXF2-KB4VKBQ9KZ37,Cervical,Cytology,train,KZ37
PB22AM0040-K1CHH22NXF2-KZ37,Prostate,Abdominal,train,KZ37
PB22AM0042-J1CHH22NXF2-KZ37,Liver_Biliary,Abdominal,train,KZ37
PB22AM0481-J1CHH22NXF2-KZ37,Sarcoma,SoftTissue,valid,KZ37
PB22AM0526-J1CHH22NXF2-KZ37,Melanoma,Skin,train,KZ37
PB22AN0006-K1CHH22KXF2-KZ37,Melanoma,Skin,valid,KZ37
PB22AN0107-K1CHH22KXF2-KZ37,Melanoma,Skin,valid,KZ37
PB22AN0321-J1CHH22GXF3-KAG9R01BY00D,Lung,LungImg,valid,R01B
PB22AN0322-J1CHH22KXF1-KAG9R01BY00D,Lung,LungImg,valid,R01B
PB22AP0044-K1CHH22NXF2-KZ37,Breast,BreastImg,valid,KZ37
PB22AP0045-K1CHH22NXF2-KZ37,Breast,BreastImg,train,KZ37
PB22AP0128-J1CCH22GXF1-KBK4Y00D,Lung,LungImg,train,KBK4
PB22AP0132-J1CCH22GXF1-KBK4Y00D,Lung,LungImg,train,KBK4
PB22AP0133-J1CCH22GXF1-KBK4Y00D,Lung,LungImg,valid,KBK4
PB22AP0200-J1CHH22KXF3-KAG9R01BY00D,Colorectal,Endoscopy,train,R01B
PB22AP0201-J1CHH22NXF1-KAG9R01BY00D,Colorectal,Endoscopy,valid,R01B
PB22AP0216-J1CHH22KXF3-KAG9R01BY00D,Colorectal,Endoscopy,valid,R01B
PB22AP0217-J1CHH22NXF1-KAG9R01BY00D,Colorectal,Endoscopy,valid,R01B
PB22AR0037-J1CHH22NXF2-KZ37,Gastro,Endoscopy,train,KZ37
PB22AR0084-J1CHH22NXF2-KZ37,Pancreas,Blood,train,KZ37
PB22AR0631-K1CHH22KXF2-KZ37,Prostate,Abdominal,train,KZ37
PB22AS0019-K1CHH22KXFX-KBL7P201KZ37,Colorectal,Endoscopy,train,KZ37
PB22AS0030-K1CHH22GXF2-KZ37,Lung,LungImg,train,KZ37
PB22AU0199-J1CHH22GXF2-KAG9Y00D,Colorectal,Endoscopy,valid,R01B
PB22AU0200-J1CHH22NXF1-KAG9Y00D,Colorectal,Endoscopy,valid,R01B
PB22AU0599-J1CHH22KXFX-KBF4KBY9KZ37,Colorectal,Endoscopy,valid,KZ37
PB22AV0084-K1CHH22NXF2-KZ37,Melanoma,Skin,valid,KZ37
PB22AV0100-K1CHH22NXF2-KZ37,Kidney,Abdominal,train,KZ37
PB22AV0107-K1CHH22NXF2-KZ37,Ovary,Abdominal,train,KZ37
PB22AV0147-J1CHH22GXF2-KAG9Y00D,Cervical,Cytology,valid,R01B
PB22AV0148-J1CHH22GXF1-KAG9Y00D,Cervical,Cytology,valid,R01B
PB22AV0225-K1CHH22NXF2-KZ37,Liver_Biliary,Abdominal,train,KZ37
PB22B10230-J1CHH22KXF2-KAG9Y00D,Colorectal,Endoscopy,valid,R01B
PB22B10231-J1CHH22KXF1-KAG9Y00D,Colorectal,Endoscopy,valid,R01B
PB22B10268-J1CHH22KXF1-KAG9R01BY00D,Breast,BreastImg,valid,R01B
PB22B10300-J1CHH22GXF2-KAG9Y00D,Thyroid,SoftTissue,valid,R01B
PB22B10301-J1CHH22GXF1-KAG9Y00D,Thyroid,SoftTissue,valid,R01B
PB22B20010-J1CCH22GXF1-KBK4Y00D,Lung,LungImg,valid,KBK4
PB22B20020-J1CCH22GXF1-KBK4Y00D,Lung,LungImg,valid,KBK4
PB22B20138-J1CCH22GXF1-KBK4Y00D,Lung,LungImg,valid,KBK4
